Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00      93/149         std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
[81]     0.0    0.00    0.00     149         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [81]
                0.00    0.00     149/149         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__copy_ni1<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [77]
-----------------------------------------------
                0.00    0.00       2/128         SDL_main [11]
                0.00    0.00       7/128         generateEnemies(GameDisplay*, Player*, Player*) [64]
                0.00    0.00      31/128         Character::fireProjectile(Vector, int) [103]
                0.00    0.00      44/128         Display2D::addActor(Actor*, int) [564]
                0.00    0.00      44/128         Display::addActor(Actor*) [541]
[82]     0.0    0.00    0.00     128         std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
                0.00    0.00     100/128         void std::_Construct<Actor*, Actor*>(Actor**, Actor* const&) [83]
                0.00    0.00      28/37276       std::vector<Actor*, std::allocator<Actor*> >::end() [32]
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
-----------------------------------------------
                0.00    0.00      28/128         std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
                0.00    0.00     100/128         std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
[83]     0.0    0.00    0.00     128         void std::_Construct<Actor*, Actor*>(Actor**, Actor* const&) [83]
                0.00    0.00     128/5950        operator new(unsigned int, void*) [39]
-----------------------------------------------
                0.00    0.00       5/107         Display2D::update(int) [2]
                0.00    0.00      32/107         Display::removeActor(Actor*) [538]
                0.00    0.00      70/107         GameDisplay::update(int) [66]
[84]     0.0    0.00    0.00     107         std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
                0.00    0.00     200/37276       std::vector<Actor*, std::allocator<Actor*> >::end() [32]
                0.00    0.00     200/4810        __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator+(int const&) const [43]
                0.00    0.00     107/37127       bool __gnu_cxx::operator!=<Actor**, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&) [33]
                0.00    0.00     107/107         void std::_Destroy<Actor*>(Actor**) [85]
                0.00    0.00      93/149         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [81]
-----------------------------------------------
                0.00    0.00     107/107         std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
[85]     0.0    0.00    0.00     107         void std::_Destroy<Actor*>(Actor**) [85]
-----------------------------------------------
                0.00    0.00       8/65          std::allocator<Actor*>::~allocator() [143]
                0.00    0.00      57/65          std::allocator<Actor*>::~allocator() [91]
[86]     0.0    0.00    0.00      65         __gnu_cxx::new_allocator<Actor*>::~new_allocator() [86]
-----------------------------------------------
                0.00    0.00      57/57          std::allocator<Actor*>::allocator(std::allocator<Actor*> const&) [90]
[87]     0.0    0.00    0.00      57         __gnu_cxx::new_allocator<Actor*>::new_allocator(__gnu_cxx::new_allocator<Actor*> const&) [87]
-----------------------------------------------
                0.00    0.00      57/57          std::allocator<Actor*>::allocator() [89]
[88]     0.0    0.00    0.00      57         __gnu_cxx::new_allocator<Actor*>::new_allocator() [88]
-----------------------------------------------
                0.00    0.00       1/57          GameDisplay::GameDisplay() [211]
                0.00    0.00       8/57          Display::Display() [548]
                0.00    0.00      18/57          Display2D::Display2D() [565]
                0.00    0.00      30/57          Display2D::Display2D() [566]
[89]     0.0    0.00    0.00      57         std::allocator<Actor*>::allocator() [89]
                0.00    0.00      57/57          __gnu_cxx::new_allocator<Actor*>::new_allocator() [88]
-----------------------------------------------
                0.00    0.00      57/57          std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_impl::_Vector_impl(std::allocator<Actor*> const&) [92]
[90]     0.0    0.00    0.00      57         std::allocator<Actor*>::allocator(std::allocator<Actor*> const&) [90]
                0.00    0.00      57/57          __gnu_cxx::new_allocator<Actor*>::new_allocator(__gnu_cxx::new_allocator<Actor*> const&) [87]
-----------------------------------------------
                0.00    0.00       1/57          GameDisplay::GameDisplay() [211]
                0.00    0.00       8/57          Display::Display() [548]
                0.00    0.00      18/57          Display2D::Display2D() [565]
                0.00    0.00      30/57          Display2D::Display2D() [566]
[91]     0.0    0.00    0.00      57         std::allocator<Actor*>::~allocator() [91]
                0.00    0.00      57/65          __gnu_cxx::new_allocator<Actor*>::~new_allocator() [86]
-----------------------------------------------
                0.00    0.00      57/57          std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_base(std::allocator<Actor*> const&) [93]
[92]     0.0    0.00    0.00      57         std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_impl::_Vector_impl(std::allocator<Actor*> const&) [92]
                0.00    0.00      57/57          std::allocator<Actor*>::allocator(std::allocator<Actor*> const&) [90]
-----------------------------------------------
                0.00    0.00      57/57          std::vector<Actor*, std::allocator<Actor*> >::vector(std::allocator<Actor*> const&) [94]
[93]     0.0    0.00    0.00      57         std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_base(std::allocator<Actor*> const&) [93]
                0.00    0.00      57/57          std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_impl::_Vector_impl(std::allocator<Actor*> const&) [92]
-----------------------------------------------
                0.00    0.00       1/57          GameDisplay::GameDisplay() [211]
                0.00    0.00       8/57          Display::Display() [548]
                0.00    0.00      18/57          Display2D::Display2D() [565]
                0.00    0.00      30/57          Display2D::Display2D() [566]
[94]     0.0    0.00    0.00      57         std::vector<Actor*, std::allocator<Actor*> >::vector(std::allocator<Actor*> const&) [94]
                0.00    0.00      57/57          std::_Vector_base<Actor*, std::allocator<Actor*> >::_Vector_base(std::allocator<Actor*> const&) [93]
-----------------------------------------------
                0.00    0.00      28/56          std::vector<Actor*, std::allocator<Actor*> >::end() const [108]
                0.00    0.00      28/56          std::vector<Actor*, std::allocator<Actor*> >::begin() const [110]
[95]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor* const* const&) [95]
-----------------------------------------------
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::difference_type __gnu_cxx::operator-<Actor* const*, Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&) [107]
[96]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::base() const [96]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[97]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [97]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [98]
-----------------------------------------------
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [97]
[98]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [98]
                0.00    0.00      56/149         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [81]
-----------------------------------------------
                0.00    0.00      20/40          std::vector<Vector, std::allocator<Vector> >::end() const [119]
                0.00    0.00      20/40          std::vector<Vector, std::allocator<Vector> >::begin() const [121]
[99]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector const* const&) [99]
-----------------------------------------------
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector const*, Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [117]
[100]    0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [100]
-----------------------------------------------
                0.00    0.00       8/36          std::_Vector_base<Actor*, std::allocator<Actor*> >::~_Vector_base() [145]
                0.00    0.00      28/36          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[101]    0.0    0.00    0.00      36         std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_deallocate(Actor**, unsigned int) [101]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<Actor*>::deallocate(Actor**, unsigned int) [128]
-----------------------------------------------
                0.00    0.00      31/31          Character::fireProjectile(Vector, int) [103]
[102]    0.0    0.00    0.00      31         Projectile::Projectile() [102]
-----------------------------------------------
                0.00    0.00       6/31          Character::update() [55]
                0.00    0.00      25/31          checkPlayerInput(SDL_Event*, int, Player*, GameDisplay*) [48]
[103]    0.0    0.00    0.00      31         Character::fireProjectile(Vector, int) [103]
                0.00    0.00      31/3692        Game::NewSingleton() [46]
                0.00    0.00      31/1161        GameDisplay::NewSingleton() [54]
                0.00    0.00      31/4525        GameStatus::NewSingleton() [44]
                0.00    0.00      31/31          Projectile::Projectile() [102]
                0.00    0.00      31/128         std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
-----------------------------------------------
                0.00    0.00      28/28          GameDisplay::update(int) [66]
[104]    0.0    0.00    0.00      28         Projectile::~Projectile() [104]
-----------------------------------------------
                0.00    0.00      28/28          std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_allocate(unsigned int) [111]
[105]    0.0    0.00    0.00      28         __gnu_cxx::new_allocator<Actor*>::allocate(unsigned int, void const*) [105]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[106]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator++() [106]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::size() const [109]
[107]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::difference_type __gnu_cxx::operator-<Actor* const*, Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&) [107]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::base() const [96]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::size() const [109]
[108]    0.0    0.00    0.00      28         std::vector<Actor*, std::allocator<Actor*> >::end() const [108]
                0.00    0.00      28/56          __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor* const* const&) [95]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[109]    0.0    0.00    0.00      28         std::vector<Actor*, std::allocator<Actor*> >::size() const [109]
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::begin() const [110]
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::end() const [108]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::difference_type __gnu_cxx::operator-<Actor* const*, Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > > const&) [107]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::size() const [109]
[110]    0.0    0.00    0.00      28         std::vector<Actor*, std::allocator<Actor*> >::begin() const [110]
                0.00    0.00      28/56          __gnu_cxx::__normal_iterator<Actor* const*, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor* const* const&) [95]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[111]    0.0    0.00    0.00      28         std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_allocate(unsigned int) [111]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<Actor*>::allocate(unsigned int, void const*) [105]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
[112]    0.0    0.00    0.00      28         std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
                0.00    0.00     112/74823       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::base() const [28]
                0.00    0.00      84/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor** const&) [26]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [97]
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::size() const [109]
                0.00    0.00      28/28          std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_allocate(unsigned int) [111]
                0.00    0.00      28/128         void std::_Construct<Actor*, Actor*>(Actor**, Actor* const&) [83]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator++() [106]
                0.00    0.00      28/37276       std::vector<Actor*, std::allocator<Actor*> >::end() [32]
                0.00    0.00      28/10670       std::vector<Actor*, std::allocator<Actor*> >::begin() [38]
                0.00    0.00      28/28          void std::_Destroy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [114]
                0.00    0.00      28/36          std::_Vector_base<Actor*, std::allocator<Actor*> >::_M_deallocate(Actor**, unsigned int) [101]
-----------------------------------------------
                0.00    0.00      28/28          void std::_Destroy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [114]
[113]    0.0    0.00    0.00      28         void std::__destroy_aux<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [113]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
[114]    0.0    0.00    0.00      28         void std::_Destroy<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [114]
                0.00    0.00      28/28          void std::__destroy_aux<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [113]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned int) [122]
[115]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Vector>::allocate(unsigned int, void const*) [115]
-----------------------------------------------
                0.00    0.00      10/20          std::vector<SDL_Color, std::allocator<SDL_Color> >::end() const [131]
                0.00    0.00      10/20          std::vector<SDL_Color, std::allocator<SDL_Color> >::begin() const [133]
[116]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::__normal_iterator(SDL_Color const* const&) [116]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::size() const [120]
[117]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector const*, Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [117]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [100]
-----------------------------------------------
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::difference_type __gnu_cxx::operator-<SDL_Color const*, SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > >(__gnu_cxx::__normal_iterator<SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > > const&, __gnu_cxx::__normal_iterator<SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > > const&) [130]
[118]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<SDL_Color const*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::base() const [118]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::size() const [120]
[119]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::end() const [119]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector const* const&) [99]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
[120]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::size() const [120]
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::begin() const [121]
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::end() const [119]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector const*, Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [117]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::size() const [120]
[121]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::begin() const [121]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector const* const&) [99]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
[122]    0.0    0.00    0.00      20         std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned int) [122]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<Vector>::allocate(unsigned int, void const*) [115]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
[123]    0.0    0.00    0.00      20         std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned int) [123]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<Vector>::deallocate(Vector*, unsigned int) [127]
-----------------------------------------------
                0.00    0.00      10/20          std::vector<SDL_Color, std::allocator<SDL_Color> >::_M_insert_aux(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, SDL_Color const&) [136]
                0.00    0.00      10/20          std::vector<SDL_Color, std::allocator<SDL_Color> >::push_back(SDL_Color const&) [74]
[124]    0.0    0.00    0.00      20         std::vector<SDL_Color, std::allocator<SDL_Color> >::end() [124]
                0.00    0.00      20/73443       __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::__normal_iterator(SDL_Color* const&) [29]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<SDL_Color, std::allocator<SDL_Color> >::_M_insert_aux(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, SDL_Color const&) [136]
[125]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > > >(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >) [125]
